scaffold	mean	SD	2.5	25	50	75	97.5	ESS
superscaffold26.29.1	33.9591666666667	2.22640187728175	30	32	34	35	39	1723.35733037266
superscaffold26.28.1	31.1360416666667	2.54380930551053	26	29	31	33	36	3016.59923688641
superscaffold26.27.1	36.1564583333333	3.07919704245593	30	34	36	38	43	1574.23417899398
superscaffold26.26.1	27.8572916666667	2.4209633867269	24	26	28	29	33	3395.33302856291
superscaffold26.25.1	29.999375	2.70871799620315	25	28	30	32	36	1923.05361612536
superscaffold26.24.1	41.3316666666667	2.80386074241577	36	39	41	43	47	1625.95664835146
superscaffold26.23.1	38.37875	2.80428602470502	33	36	38	40	44	2019.15209177515
superscaffold26.22.1	24.7858333333333	2.39485437945284	20	23	25	26	30	1787.9399458745
superscaffold26.21.1	28.46625	2.70939235603587	23	27	28	30	34	1327.14434104406
superscaffold26.20.1	21.1833333333333	2.46723334877449	17	19	21	23	26	1189.84015696105
superscaffold26.19.1	34.0020833333333	2.84407527190367	29	32	34	36	40	1368.36608141998
superscaffold26.18.1	41.5760416666667	2.81025437465621	36	40	41	43	47	1246.62374363983
superscaffold26.17.1	33.42625	2.68231427245579	28.975	32	33	35	39	654.051468921025
superscaffold26.16.1	26.8627083333333	2.53537279091818	22	25	27	28	32	1336.10787729744
superscaffold26.15.1	33.0595833333333	2.93248894066023	28	31	33	35	39	1356.74700406102
superscaffold26.14.1	24.715	2.12154724212369	21	23	25	26	29	2373.16190385196
superscaffold26.13.1	23.826875	2.21359592122855	20	22	24	25	29	3431.89800852355
superscaffold26.12.1	29.1697916666667	2.71085658875841	24	27	29	31	35	2141.71445177526
superscaffold26.11.1	28.03875	2.3751506022594	24	26	28	30	33	3520.90631490608
superscaffold26.10.1	34.3760416666667	2.68380356619608	29	33	34	36	40	1481.07630046373
superscaffold26.9.1	33.7195833333333	2.33238072071279	29	32	34	35	39	2576.04401250227
superscaffold26.8.1	43.6895833333333	2.3582762345914	39	42	44	45	48	1764.87712187317
superscaffold26.7.1	35.5291666666667	2.51048713783533	31	34	35	37	41	487.921274671335
superscaffold26.6.1	38.540625	2.5047601327407	34	37	38	40	44	1666.38146206454
superscaffold26.5.1	29.95	2.66798605965305	25	28	30	32	36	3468.26801422158
superscaffold26.4.1	30.21	2.5754834948685	25	28	30	32	35	2432.93042042644
superscaffold26.3.1	39.2520833333333	2.93206327245637	34	37	39	41	45	2258.03414946384
superscaffold26.2.1	42.52	2.92092350529345	37	41	42	44	48	1808.21879951967
superscaffold26.1.1	40.9820833333333	3.36977418088292	35	39	41	43	48	1666.91019045873
