scaffold	point_estimate	UPPER_CI
superscaffold26.122	1.00570143086011	1.02097566398604
superscaffold26.121	1.01812275415024	1.06436760206835
superscaffold26.120	1.00361063200435	1.01248696936623
superscaffold26.119	1.00368396013579	1.01373487050325
superscaffold26.118	1.00051169163801	1.00172296740303
superscaffold26.117	1.00753005229527	1.02637403745847
superscaffold26.116	1.00329113711468	1.01012509158756
superscaffold26.115	1.00192145204035	1.00720037511533
superscaffold26.114	1.00080421074762	1.00252185412431
superscaffold26.113	1.00320574482742	1.01085592253072
superscaffold26.112	1.00247332303013	1.00916209364362
superscaffold26.111	1.00166459855303	1.0053068678935
superscaffold26.110	1.00826730272944	1.0302164755983
superscaffold26.109	1.00082917832208	1.00345347597059
superscaffold26.108	1.00964031336908	1.02890262481244
superscaffold26.107	1.0006778226471	1.00294878036366
superscaffold26.106	1.0137518761032	1.04897568521426
superscaffold26.105	1.0042298830331	1.01593802488937
superscaffold26.104	1.00112521037188	1.00351605681633
superscaffold26.103	1.00032158922043	1.00166269396207
superscaffold26.102	0.999957907159994	1.00027505334336
superscaffold26.101	1.00191676497172	1.0050725961884
superscaffold26.100	1.00185774818954	1.00671920484267
superscaffold26.99	1.00142139522085	1.00524560241238
superscaffold26.98	1.00102971575915	1.00362479359988
superscaffold26.97	0.999925099364398	1.00015079768677
superscaffold26.96	1.00167400612529	1.00622477157305
superscaffold26.95	1.00232619773008	1.00870452672862
superscaffold26.94	1.00167291508073	1.00579183371059
superscaffold26.93	1.00022801484164	1.00125720344243
superscaffold26.92	1.00010086148321	1.00030817411686
superscaffold26.91	1.00084750461003	1.00330238671123
superscaffold26.90	1.00191102202116	1.00697503834922
superscaffold26.89	1.00166925510531	1.00500775697439
superscaffold26.88	1.06179398675486	1.20071101333112
superscaffold26.87	1.00287682758877	1.01055989606501
superscaffold26.86	1.00263285092395	1.00930403077885
superscaffold26.85	0.999903974602566	1.00012661886386
superscaffold26.84	1.00086153346419	1.00367785365991
superscaffold26.83	1.00817610073487	1.02618185234463
superscaffold26.82	0.999965751436232	1.00004637270185
superscaffold26.81	1.0019522311527	1.00649758222619
superscaffold26.80	1.0009592876867	1.00402865155674
superscaffold26.79	1.00143259110285	1.00550594175621
superscaffold26.78	1.00122836402716	1.00487917351912
superscaffold26.77	1.00056579664515	1.00262046566487
superscaffold26.76	1.00163633598483	1.00641263141825
superscaffold26.75	0.999835616570192	0.999845449034999
superscaffold26.74	1.00282375793939	1.0102610726481
superscaffold26.73	0.999911397292047	1.00012403067064
superscaffold26.72	1.0001580737426	1.00101454186968
superscaffold26.71	0.999909048533735	1.00021733882722
superscaffold26.70	1.00049770155992	1.00050588878557
superscaffold26.69	1.00064302287796	1.00202928696381
superscaffold26.68	1.00138447601231	1.00472947903255
superscaffold26.67	1.00544220357938	1.01981688606061
superscaffold26.66	1.0007521276442	1.000876729503
superscaffold26.65	1.00004031883725	1.00034210760687
superscaffold26.64	1.00042560223506	1.00177859432436
superscaffold26.63	1.0013970583011	1.00370096258093
superscaffold26.62	0.999972147521885	1.00005625094716
superscaffold26.61	1.00088396286924	1.00361002295297
superscaffold26.60	1.00146765388964	1.00561229774957
superscaffold26.59	1.00752207411359	1.02760293247591
superscaffold26.58	1.00049291989247	1.00211776960635
superscaffold26.57	1.00091949868922	1.0035283373048
superscaffold26.56	1.00076736194275	1.0031205040255
superscaffold26.55	0.999911030527579	1.00012938284353
superscaffold26.54	1.00106182531045	1.00405446972322
superscaffold26.53	0.999847936786186	0.999917457248122
superscaffold26.52	1.00019910012321	1.001061138741
superscaffold26.51	1.00009468190191	1.00089054593352
superscaffold26.50	1.00009839901239	1.00021866141781
superscaffold26.49	1.00007044313816	1.00043958258919
superscaffold26.48	1.00008937951296	1.00078285687692
superscaffold26.47	1.0069191098697	1.01652754846561
superscaffold26.46	1.00019467255862	1.00022355913393
superscaffold26.45	1.00050878430181	1.00065861895934
superscaffold26.44	1.00059676349203	1.00243061970626
superscaffold26.43	1.00141011349904	1.00289366922048
superscaffold26.42	1.00437831125838	1.01617402188615
superscaffold26.41	1.00185517760625	1.00610510966273
superscaffold26.40	1.00094666389653	1.00179874457688
superscaffold26.39	1.00034860327815	1.00102748465626
superscaffold26.38	1.00100228313641	1.0040093384068
superscaffold26.37	1.00325440398098	1.01153430953589
superscaffold26.36	1.00065363222214	1.0029506731121
superscaffold26.35	1.00034029587171	1.00147300433743
superscaffold26.34	1.00029519185039	1.00148206266244
superscaffold26.33	1.00371518846941	1.01267046087995
superscaffold26.32	1.00081290505712	1.00330081553567
superscaffold26.31	1.00080234424764	1.00338466472737
superscaffold26.30	0.999898103526188	1.00011244571113
superscaffold26.29	1.00182289867558	1.00718533960985
superscaffold26.28	1.00027359837532	1.00119021914546
superscaffold26.27	1.00036438092874	1.00146544359583
superscaffold26.26	1.0006978209718	1.00310397735154
superscaffold26.25	1.00167841956431	1.00610386775715
superscaffold26.24	1.00065667442884	1.00278693454698
superscaffold26.23	1.00007156144646	1.00053968382294
superscaffold26.22	1.00019613637895	1.00112731491686
superscaffold26.21	1.000681058354	1.00261564560222
superscaffold26.20	1.00169919106007	1.00600227629628
superscaffold26.19	1.00175595039506	1.00694094952384
superscaffold26.18	1.00139255590973	1.00564607954353
superscaffold26.17	1.00270266094496	1.0101501183057
superscaffold26.16	1.00258040943465	1.00943264788271
superscaffold26.15	1.00172449780275	1.00633640224195
superscaffold26.14	1.00113164907826	1.0034704811539
superscaffold26.13	1.00021049284661	1.00064932983647
superscaffold26.12	0.99983184860845	0.99990066736145
superscaffold26.11	1.00187903474506	1.00701675567783
superscaffold26.10	1.00099615367175	1.00383516174149
superscaffold26.9	0.999904415411918	1.00000060810467
superscaffold26.8	1.00030579171827	1.00160612705206
superscaffold26.7	1.00361022584906	1.01318178789392
superscaffold26.6	1.0015607915267	1.00603213801941
superscaffold26.5	1.00055818531554	1.0022119688014
superscaffold26.4	1.00123109024224	1.00502222005772
superscaffold26.3	1.00159135033048	1.00595390870375
superscaffold26.2	1.00039324518909	1.00044767820864
superscaffold26.1	1.00206436376485	1.00791542055222
