scaffold	mean	SD	2.5	25	50	75	97.5	ESS
superscaffold35.34.1	-783496.720020417	9.71758168503692	-783520.087175	-783501.90575	-783495.325	-783490.0015	-783481.278775	697.234036767777
superscaffold35.33.1	-1366082.28146354	14.0237608373677	-1366106.750575	-1366092.17425	-1366083.549	-1366073.301	-1366051.482525	589.337707193479
superscaffold35.32.1	-1349926.87346771	14.6283123078862	-1349955.081425	-1349937.0075	-1349926.6865	-1349916.7645	-1349898.561575	1058.12071769553
superscaffold35.31.1	-1322904.20415312	14.2697036016977	-1322932.8051	-1322913.9765	-1322904.0005	-1322894.16075	-1322877.4947	446.949528365306
superscaffold35.30.1	-1287400.49621167	11.2967197978654	-1287424.311025	-1287407.613	-1287400.1495	-1287392.73475	-1287379.156575	1411.61607587163
superscaffold35.29.1	-1307505.06419875	13.3486961262018	-1307530.500025	-1307514.2445	-1307504.928	-1307495.9735	-1307479.16885	1448.10937436773
superscaffold35.28.1	-1317345.48317063	17.9726661574609	-1317381.90635	-1317357.1355	-1317345.2225	-1317332.8445	-1317312.906975	447.328268920021
superscaffold35.27.1	-1309989.83204	14.2553227605736	-1310015.939575	-1309999.37725	-1309990.26	-1309980.935	-1309960.3634	593.154954455996
superscaffold35.26.1	-1314570.49583063	19.5958974207874	-1314608.380525	-1314584.05375	-1314570.4325	-1314556.945	-1314532.7435	433.298805588666
superscaffold35.25.1	-1263321.45189687	13.6618254342947	-1263350.22115	-1263330.528	-1263320.6755	-1263312.1925	-1263296.686525	1199.21282237376
superscaffold35.24.1	-1254892.14097479	11.2574668761859	-1254914.9961	-1254899.5505	-1254892.054	-1254884.72825	-1254869.969975	687.573695805788
superscaffold35.23.1	-1251575.67291479	10.6725364057084	-1251597.31095	-1251582.58075	-1251575.3315	-1251568.421	-1251555.5796	2056.65562477533
superscaffold35.22.1	-1310981.83764458	13.129505843515	-1311008.523075	-1310990.8135	-1310981.505	-1310972.40925	-1310957.60795	1343.5068463651
superscaffold35.21.1	-1334622.12719479	12.0563563650352	-1334646.26375	-1334630.08175	-1334621.796	-1334614.32075	-1334598.9169	1799.8483751215
superscaffold35.20.1	-1274936.62277125	13.5332171235149	-1274962.7919	-1274945.64575	-1274936.6115	-1274927.7055	-1274909.54845	858.313381564446
superscaffold35.19.1	-1361454.27080458	15.2205606847169	-1361485.016	-1361464.41425	-1361453.9085	-1361443.9275	-1361425.16295	1081.2174768623
superscaffold35.18.1	-1337798.16186146	15.4832435435137	-1337829.0567	-1337808.53	-1337797.923	-1337787.49375	-1337768.356525	945.868071505106
superscaffold35.17.1	-1329239.9262075	14.053574770256	-1329269.04325	-1329248.78575	-1329239.359	-1329230.368	-1329214.15195	892.233621739567
superscaffold35.16.1	-1373280.03718729	10.3889084885872	-1373300.9516	-1373286.88125	-1373279.8855	-1373272.98875	-1373260.12595	3533.79857872587
superscaffold35.15.1	-1351839.27088729	12.6090699353732	-1351865.184875	-1351847.5335	-1351838.75	-1351830.653	-1351815.81165	1735.51774785518
superscaffold35.14.1	-1372232.68213	14.2921230080089	-1372259.249475	-1372242.5385	-1372232.9075	-1372223.38575	-1372203.497	1075.40152132307
superscaffold35.13.1	-1356166.39460375	14.3482009156914	-1356193.6862	-1356176.30975	-1356166.7485	-1356156.68425	-1356137.149825	912.483429375701
superscaffold35.12.1	-1350144.15660333	12.4830964141913	-1350169.4209	-1350152.408	-1350143.9445	-1350135.456	-1350120.2859	1518.86363329941
superscaffold35.11.1	-1455674.99804854	12.393610691936	-1455700.1157	-1455683.00525	-1455674.81	-1455666.59825	-1455651.944775	584.851573933839
superscaffold35.10.1	-1357349.67475562	16.0526135160354	-1357381.810375	-1357360.454	-1357349.924	-1357338.3875	-1357318.938275	349.410262983807
superscaffold35.9.1	-1301572.21304625	12.9580815305108	-1301597.275525	-1301581.0775	-1301572.16	-1301563.26925	-1301547.2276	2252.1348334584
superscaffold35.8.1	-1364117.32826042	13.6857096743884	-1364144.380725	-1364126.347	-1364117.302	-1364108.15625	-1364091.3747	1499.85025273042
superscaffold35.7.1	-1293592.90260958	12.8944691941622	-1293619.182275	-1293601.37125	-1293592.7715	-1293583.948	-1293569.028075	539.51821799675
superscaffold35.6.1	-1385947.47594292	14.3700134967176	-1385975.508425	-1385957.08625	-1385947.3425	-1385937.89125	-1385919.661975	1010.21129714945
superscaffold35.5.1	-1279686.43178646	13.6283420758131	-1279713.1704	-1279695.879	-1279686.3505	-1279677.03275	-1279660.2358	1045.92312013994
superscaffold35.4.1	-1343133.55500146	14.0947288126133	-1343162.301775	-1343142.8625	-1343133.0625	-1343123.87175	-1343107.10575	1017.87402979962
superscaffold35.3.1	-1242653.85781042	13.5541384496479	-1242680.953225	-1242662.88175	-1242653.573	-1242644.74575	-1242627.540925	1600.38290105156
superscaffold35.2.1	-1353924.34015042	10.9260621728131	-1353945.753	-1353931.591	-1353924.535	-1353916.931	-1353902.637375	2360.68953326129
superscaffold35.1.1	-1323088.07909896	11.1141764710519	-1323109.429075	-1323095.49125	-1323088.274	-1323080.993	-1323065.80245	2088.90433108264
superscaffold54.105.1	-28757.102601875	2.01351627352333	-28760.076025	-28758.009	-28757.7135	-28756.7625	-28751.988925	4800
superscaffold54.104.1	-1214414.47169583	12.9982949978121	-1214438.297	-1214423.4645	-1214415.134	-1214406.32775	-1214386.541775	1148.16010580576
superscaffold54.103.1	-1341336.03445771	17.4120814412465	-1341368.24815	-1341348.22325	-1341336.57	-1341324.7645	-1341300.161725	591.998642735782
superscaffold54.102.1	-1269189.89215479	18.2802344863296	-1269223.48565	-1269202.30025	-1269190.8145	-1269178.44775	-1269150.573925	164.08539902554
superscaffold54.101.1	-1358475.57237	21.3547287557649	-1358514.978	-1358490.34225	-1358476.2785	-1358461.90175	-1358430.863975	230.194943973598
superscaffold54.100.1	-1326259.89593521	20.0308522134563	-1326297.0592	-1326273.44725	-1326260.5985	-1326246.762	-1326218.893175	397.555917255249
superscaffold54.99.1	-1322053.72575875	16.690589996196	-1322087.646575	-1322064.8625	-1322053.6485	-1322042.4475	-1322020.8115	638.257510123551
superscaffold54.98.1	-1369271.14932312	15.6703945629809	-1369303.605875	-1369281.4365	-1369270.761	-1369260.12225	-1369242.19855	576.742607670809
superscaffold54.97.1	-1342336.54588917	18.8756574973505	-1342377.81	-1342347.77975	-1342335.5945	-1342323.35725	-1342303.357	172.774776529553
superscaffold54.96.1	-1376287.38080271	13.5766082799356	-1376315.347275	-1376296.25425	-1376287.175	-1376277.77675	-1376261.728475	781.61529244664
superscaffold54.95.1	-1278250.71149	11.1199010449632	-1278273.173325	-1278258.18575	-1278250.323	-1278243.0215	-1278229.74995	2045.62930222056
superscaffold54.94.1	-1203321.23198979	12.7046860016691	-1203347.19125	-1203329.251	-1203321.0625	-1203312.5605	-1203297.358	1572.05693694134
superscaffold54.93.1	-1235666.02301938	13.7632633087903	-1235692.691175	-1235675.4615	-1235665.8505	-1235656.51475	-1235639.932725	1655.07589308392
superscaffold54.92.1	-1313324.55555146	17.1625199906397	-1313357.87325	-1313336.1995	-1313324.314	-1313312.95025	-1313291.419025	355.802228030652
superscaffold54.91.1	-1395129.77377312	14.6854090914246	-1395159.142525	-1395139.468	-1395129.4115	-1395119.99675	-1395101.414475	1227.7888681673
superscaffold54.90.1	-1402117.42355	15.0996787076945	-1402146.35525	-1402127.53	-1402117.613	-1402107.0945	-1402087.72595	654.34478218681
superscaffold54.89.1	-1292314.04894646	16.9459600202879	-1292347.93695	-1292326.1955	-1292313.283	-1292301.4825	-1292283.87165	129.615612110951
superscaffold54.88.1	-1363504.46850375	12.8624855182883	-1363529.2875	-1363512.98325	-1363504.7225	-1363495.93575	-1363478.7609	953.289828747897
superscaffold54.87.1	-1277735.57139417	14.4537468168676	-1277763.542025	-1277745.08075	-1277735.5875	-1277725.7255	-1277707.377975	573.504591699052
superscaffold54.86.1	-1322667.13420771	11.388515587215	-1322689.537975	-1322674.62575	-1322667.2445	-1322659.2765	-1322644.6089	784.00741673462
superscaffold54.85.1	-1247936.64561083	14.1659285418131	-1247965.378575	-1247945.551	-1247936.265	-1247926.92825	-1247909.3466	1115.44598682156
superscaffold54.84.1	-1274099.56123083	16.0048923485866	-1274131.55785	-1274110.444	-1274099.1865	-1274088.4635	-1274068.538975	659.318625847345
superscaffold54.83.1	-1334510.32578583	12.6322138824492	-1334534.92515	-1334518.898	-1334510.283	-1334501.90175	-1334485.7578	495.602404871345
superscaffold54.82.1	-1353422.90092896	12.8272100293029	-1353449.072375	-1353431.22625	-1353422.5445	-1353414.40225	-1353398.764875	686.272801142503
superscaffold54.81.1	-1309204.01620521	13.3642229624351	-1309231.3131	-1309212.7275	-1309203.9925	-1309194.5745	-1309179.059975	1330.48015661641
superscaffold54.80.1	-1310308.50170146	11.2964146840746	-1310332.06475	-1310315.59925	-1310307.962	-1310300.795	-1310287.485625	1300.15151831789
superscaffold54.79.1	-1344722.36341229	12.0745356863205	-1344748.1204	-1344730.072	-1344721.783	-1344714.027	-1344700.10595	1599.8619295177
superscaffold54.78.1	-1333338.76889604	13.0071260060283	-1333366.858275	-1333346.93175	-1333337.97	-1333329.685	-1333315.7792	1664.2620427499
superscaffold54.77.1	-1312545.88138312	13.1166485234024	-1312573.58405	-1312554.1965	-1312545.2255	-1312536.6295	-1312522.6944	1180.61065668265
superscaffold54.76.1	-1360341.58436354	12.6005011941928	-1360366.553825	-1360350.1765	-1360341.264	-1360332.694	-1360317.9386	1240.61688709044
superscaffold54.75.1	-1311505.85070042	14.051787280441	-1311533.7246	-1311515.189	-1311505.6925	-1311496.18525	-1311479.1564	1817.39681540333
superscaffold54.74.1	-1379706.6855225	12.8428129416803	-1379732.460675	-1379715.05775	-1379706.7395	-1379697.801	-1379682.101275	1788.40495639729
superscaffold54.73.1	-1377282.08276375	15.5539706602868	-1377314.4684	-1377292.1845	-1377281.0955	-1377271.19875	-1377254.319975	314.713964245776
superscaffold54.72.1	-1340200.16268646	13.844300214526	-1340228.32625	-1340209.37975	-1340199.655	-1340190.59525	-1340174.052375	579.478420918408
superscaffold54.71.1	-1370271.90715042	13.0989480300971	-1370297.22115	-1370280.899	-1370271.8575	-1370263.156	-1370245.757175	1100.93905927549
superscaffold54.70.1	-1337798.41819438	15.3661630913906	-1337828.430925	-1337808.3635	-1337798.5	-1337788.3405	-1337768.119725	320.476943030729
superscaffold54.69.1	-1290722.92856042	13.9733020061439	-1290750.19365	-1290732.4425	-1290722.948	-1290713.41475	-1290696.388175	1121.06120808795
superscaffold54.68.1	-1320029.25509333	13.8052304096337	-1320057.66095	-1320038.28125	-1320028.771	-1320019.628	-1320004.029375	1255.47272270357
superscaffold54.67.1	-1295642.73925729	15.4375024097304	-1295673.55975	-1295653.292	-1295642.649	-1295632.227	-1295613.53415	508.819992669315
superscaffold54.66.1	-1345949.72459917	17.9230113645206	-1345986.19105	-1345961.34625	-1345949.362	-1345937.53175	-1345916.33725	446.515893123718
superscaffold54.65.1	-1398391.09804667	14.5578311679048	-1398419.399825	-1398400.69225	-1398391.311	-1398381.81575	-1398361.08395	790.814633605451
superscaffold54.64.1	-1370724.622475	15.7897995926838	-1370756.483625	-1370735.39825	-1370724.4135	-1370713.73475	-1370695.42665	682.407498989747
superscaffold54.63.1	-1320368.07467958	14.4782170210506	-1320397.175975	-1320377.7015	-1320367.813	-1320358.07175	-1320340.681625	479.141342453285
superscaffold54.62.1	-1258055.84465938	12.8595576753531	-1258081.289125	-1258064.63125	-1258055.731	-1258047.10475	-1258030.927575	1275.30386591372
superscaffold54.61.1	-1323551.53442229	10.8395254446665	-1323573.78245	-1323558.5665	-1323551.1655	-1323544.35075	-1323531.3416	1951.39233525306
superscaffold54.60.1	-1387983.42939792	19.5696962914456	-1388022.2405	-1387996.64425	-1387983.477	-1387970.24125	-1387945.290325	453.965721243581
superscaffold54.59.1	-1380472.94042312	17.7895540157448	-1380506.30235	-1380485.09525	-1380473.488	-1380460.882	-1380437.324325	488.994110192426
superscaffold54.58.1	-1344401.99323312	11.7774694257913	-1344424.949325	-1344410.02925	-1344402.1305	-1344393.9735	-1344378.890825	1413.13302056254
superscaffold54.57.1	-1330844.92082521	13.5350080755421	-1330871.68155	-1330854.02275	-1330845.014	-1330835.7575	-1330818.40905	1675.81270116985
superscaffold54.56.1	-1371380.85255938	13.8465741062514	-1371408.894275	-1371389.91425	-1371380.233	-1371371.22125	-1371355.61055	600.546297610378
superscaffold54.55.1	-1289581.28432938	13.906089161618	-1289608.491325	-1289590.71625	-1289581.324	-1289571.73825	-1289553.855125	1536.61676668901
superscaffold54.54.1	-1317700.96847438	13.0765276873852	-1317727.35355	-1317709.811	-1317700.7305	-1317691.821	-1317677.471225	1022.74076167886
superscaffold54.53.1	-1288587.53929271	10.0731378291221	-1288607.666875	-1288594.186	-1288587.5055	-1288580.74825	-1288567.796325	3245.78980430906
superscaffold54.52.1	-1150869.37968667	13.2424513382023	-1150896.16355	-1150878.32	-1150869.227	-1150859.779	-1150844.4319	482.405856039031
superscaffold54.51.1	-1364627.44892646	11.4864325581501	-1364650.60905	-1364635.213	-1364627.0525	-1364619.68725	-1364605.283275	2005.27781086151
superscaffold54.50.1	-1285760.7816425	12.4818896377184	-1285786.898875	-1285768.91225	-1285760.1335	-1285752.2335	-1285737.5628	1195.6808763209
superscaffold54.49.1	-1303145.61524729	14.852291051924	-1303174.63345	-1303155.77825	-1303145.3335	-1303135.413	-1303117.0263	365.521424346273
superscaffold54.48.1	-1304154.77557417	13.7009505338676	-1304183.695425	-1304163.3415	-1304154.0045	-1304145.35275	-1304129.4717	543.135811935883
superscaffold54.47.1	-1350254.28599667	13.9004000474304	-1350282.7019	-1350263.77825	-1350254.233	-1350244.50725	-1350228.330175	1866.98928741155
superscaffold54.46.1	-1321031.45919938	11.8447260888925	-1321055.605225	-1321039.33775	-1321031.021	-1321023.3575	-1321009.70125	1760.35926115907
superscaffold54.45.1	-1286058.11722292	12.3808206809308	-1286083.9125	-1286066.085	-1286057.886	-1286049.42575	-1286035.014725	1408.95201003473
superscaffold54.44.1	-1283607.61693646	15.3610711188058	-1283637.9571	-1283618.027	-1283607.5125	-1283596.89825	-1283578.74895	837.893647199409
superscaffold54.43.1	-1305506.82685583	10.8883805981067	-1305527.83805	-1305514.5125	-1305506.854	-1305499.52125	-1305484.814925	2207.23605909261
superscaffold54.42.1	-1378532.87773708	13.5448058813644	-1378558.107675	-1378542.29575	-1378533.3085	-1378524.123	-1378504.6974	1265.91933814548
superscaffold54.41.1	-1271610.77312458	12.3629539253307	-1271635.797125	-1271618.77475	-1271610.5955	-1271602.568	-1271586.887875	1377.07965516845
superscaffold54.40.1	-1329743.40141875	13.3731271149687	-1329770.424125	-1329752.04575	-1329742.98	-1329734.418	-1329718.009925	1299.55475089439
superscaffold54.39.1	-1331314.61799458	19.0405157466133	-1331352.15695	-1331327.61225	-1331314.3495	-1331301.37325	-1331278.08395	380.678670514408
superscaffold54.38.1	-1364975.75605271	13.8602065399705	-1365002.71465	-1364985.412	-1364975.8645	-1364966.23175	-1364949.1655	894.745446961721
superscaffold54.37.1	-1401956.75976125	14.5202432111249	-1401985.349525	-1401966.6455	-1401956.6275	-1401947.17225	-1401927.956325	821.228967336441
superscaffold54.36.1	-1263805.36371	13.305883552271	-1263831.7667	-1263814.18025	-1263805.048	-1263796.4805	-1263779.13755	1860.21757354969
superscaffold54.35.1	-1347799.76875812	12.0575666579806	-1347824.642625	-1347807.4985	-1347799.7415	-1347791.67025	-1347776.539	1712.81067286986
superscaffold54.34.1	-1402389.07267625	13.8248691802639	-1402417.2622	-1402398.318	-1402388.8025	-1402379.40025	-1402363.151775	768.643993407412
superscaffold54.33.1	-1363293.65746896	13.0125318293071	-1363319.30765	-1363302.3415	-1363293.7695	-1363284.87475	-1363267.9965	1470.49404557627
superscaffold54.32.1	-1332026.05737771	10.9688611162495	-1332047.89155	-1332033.4215	-1332026.038	-1332018.72925	-1332004.416225	2150.80315196829
superscaffold54.31.1	-1321953.14415833	9.99455018825978	-1321973.212025	-1321959.71225	-1321952.97	-1321946.49275	-1321933.295575	2573.26884087717
superscaffold54.30.1	-1406180.93965812	12.8288047027634	-1406206.7484	-1406189.26325	-1406180.414	-1406172.5145	-1406156.26105	2659.38792912533
superscaffold54.29.1	-1339677.60275104	12.890465712459	-1339704.001075	-1339686.064	-1339677.2205	-1339668.846	-1339653.1914	1742.92432316154
superscaffold54.28.1	-1354197.95637042	14.0434252289658	-1354225.92495	-1354207.27975	-1354197.9855	-1354188.59475	-1354170.580975	883.472727457989
superscaffold54.27.1	-1412905.1612175	16.9956203973476	-1412938.1092	-1412916.75975	-1412905.2655	-1412893.874	-1412871.3384	730.858564186434
superscaffold54.26.1	-1373570.92811333	13.0964793666911	-1373597.120525	-1373579.26575	-1373571.0385	-1373562.25875	-1373545.49375	811.076779465622
superscaffold54.25.1	-1385267.96006875	11.422276626953	-1385289.255275	-1385275.75875	-1385268.803	-1385260.16575	-1385244.686675	1837.92527467201
superscaffold54.24.1	-1348320.35541854	17.8887745740033	-1348356.01575	-1348332.74	-1348319.65	-1348307.6145	-1348287.00065	590.101911137497
superscaffold54.23.1	-1325945.14389813	13.0116803591585	-1325970.53325	-1325953.79375	-1325945.252	-1325936.352	-1325919.7958	1189.85191806169
superscaffold54.22.1	-1341021.25575708	15.3190511026262	-1341050.81815	-1341031.7555	-1341021.707	-1341010.96275	-1340990.623825	873.225482968017
superscaffold54.21.1	-1342668.05518729	16.7076492518138	-1342699.698225	-1342679.54325	-1342668.34	-1342656.94825	-1342634.4565	438.047530252383
superscaffold54.20.1	-1342048.82047333	12.7824457787536	-1342073.5189	-1342057.33525	-1342048.9315	-1342040.3305	-1342023.678725	915.719783283472
superscaffold54.19.1	-1354266.83453917	16.8227586138777	-1354298.607425	-1354278.371	-1354267.0535	-1354255.61625	-1354234.356375	837.306229735635
superscaffold54.18.1	-1377780.63997375	10.2870385277675	-1377801.1498	-1377787.46825	-1377780.5455	-1377773.74675	-1377760.789475	2704.8191377353
superscaffold54.17.1	-1403833.16805667	12.0219681130163	-1403856.45865	-1403841.03075	-1403833.333	-1403825.1505	-1403809.809575	1369.34467905202
superscaffold54.16.1	-1325846.12368417	14.5535863354214	-1325876.103175	-1325856.03275	-1325845.707	-1325836.06675	-1325818.73	992.706931748368
superscaffold54.15.1	-1374710.99438083	17.5431692333196	-1374746.078175	-1374722.628	-1374710.772	-1374699.0725	-1374677.706	592.948352051689
superscaffold54.14.1	-1368659.80568354	13.3881718212922	-1368686.642725	-1368668.9785	-1368659.482	-1368650.85675	-1368634.16575	1201.8685603639
superscaffold54.13.1	-1301444.15394875	12.5278038662439	-1301471.218625	-1301452.12575	-1301443.531	-1301435.63725	-1301420.862725	939.949525799745
superscaffold54.12.1	-1365765.69984146	13.3340035394698	-1365793.331025	-1365774.387	-1365765.072	-1365756.7675	-1365740.761425	986.587022326151
superscaffold54.11.1	-1315888.78815875	15.9648230226865	-1315920.277	-1315899.248	-1315888.559	-1315878.10575	-1315857.363275	1476.30333273967
superscaffold54.10.1	-1375192.25345583	15.1360419858505	-1375221.86685	-1375202.732	-1375191.9285	-1375181.879	-1375162.98005	702.604117739841
superscaffold54.9.1	-1362743.64668208	11.0140773448368	-1362765.5247	-1362750.85075	-1362743.307	-1362736.362	-1362723.06265	1922.68350769558
superscaffold54.8.1	-1277064.08159958	12.6857512227522	-1277088.646225	-1277072.9385	-1277064.0575	-1277055.44375	-1277039.905425	728.62043185994
superscaffold54.7.1	-1315628.79553333	13.3221807380777	-1315654.47865	-1315637.75175	-1315628.827	-1315619.785	-1315602.5693	1155.90984678017
superscaffold54.6.1	-1250779.95940542	12.9727194621654	-1250805.4733	-1250788.60925	-1250780.0995	-1250771.32925	-1250753.76	1191.1845100344
superscaffold54.5.1	-1259140.84689333	15.8471367838677	-1259170.17705	-1259151.9745	-1259141.344	-1259129.77475	-1259108.80705	463.106590179782
superscaffold54.4.1	-1301963.69413937	18.6159867786143	-1301998.6173	-1301976.3905	-1301964.4195	-1301951.0025	-1301927.2371	399.447621998984
superscaffold54.3.1	-1362250.11972146	14.5454325001116	-1362278.442975	-1362259.95025	-1362250.1425	-1362240.22225	-1362221.59475	735.109020986578
superscaffold54.2.1	-1313111.76950479	15.5039549720101	-1313141.515375	-1313122.1585	-1313111.901	-1313101.25125	-1313081.415475	775.94114703414
superscaffold54.1.1	-1354322.10118313	12.1882238693841	-1354346.95255	-1354329.928	-1354321.487	-1354313.91	-1354299.4659	987.091228014084
superscaffold26.174.1	-926060.538072083	19.8334109537057	-926098.282325	-926074.089	-926060.5665	-926047.21275	-926022.047225	129.268345149929
superscaffold26.173.1	-1300701.24312792	14.6558566856287	-1300730.67075	-1300710.93425	-1300701.251	-1300691.65075	-1300672.71265	478.858814884568
superscaffold26.172.1	-1326250.07296313	12.8838697258572	-1326275.67225	-1326258.77675	-1326250.0605	-1326241.262	-1326225.294525	951.348237946137
superscaffold26.171.1	-1368954.4391975	14.1272901133082	-1368982.53565	-1368963.9005	-1368954.387	-1368944.934	-1368926.4676	1241.02030227995
superscaffold26.170.1	-1404213.53481646	17.8009877393668	-1404249.31205	-1404225.58675	-1404213.2915	-1404200.76325	-1404180.53465	269.583491325736
superscaffold26.169.1	-1198265.24537542	17.0192443801909	-1198298.443475	-1198276.9595	-1198265.3225	-1198253.6865	-1198232.157625	298.428495800732
superscaffold26.168.1	-1348327.53638562	18.8237549222194	-1348363.3356	-1348340.418	-1348327.797	-1348315.23975	-1348289.2395	267.688133897647
superscaffold26.167.1	-1357637.36850812	14.5917143500691	-1357666.516125	-1357646.83475	-1357636.8535	-1357627.45875	-1357610.119325	808.168632460533
superscaffold26.166.1	-1387199.79263875	14.4789057813149	-1387227.237775	-1387209.78975	-1387200.1405	-1387190.22625	-1387170.751225	457.112695341198
superscaffold26.165.1	-1272763.18581625	18.1383424352489	-1272798.180325	-1272775.76325	-1272763.4505	-1272750.56625	-1272728.58265	264.288085983595
superscaffold26.164.1	-1296286.49988562	15.8682868329762	-1296316.743375	-1296297.7085	-1296286.297	-1296275.42375	-1296256.003825	282.532309214575
superscaffold26.163.1	-1312999.63806979	18.7558596964204	-1313036.8682	-1313012.45775	-1312999.731	-1312987.261	-1312963.327	215.363017816449
superscaffold26.162.1	-1339194.25965708	16.5643256150755	-1339227.68435	-1339205.551	-1339193.705	-1339182.9025	-1339163.154075	458.56226692953
superscaffold26.161.1	-1223465.16957	17.0526057961622	-1223498.663325	-1223476.614	-1223465.0965	-1223453.3305	-1223432.953625	411.730121844715
