scaffold	point_estimate	UPPER_CI
superscaffold26.134	0.999960943399727	1.00025477401974
superscaffold26.133	1.00116376562793	1.00434083897914
superscaffold26.132	1.00395631165619	1.01438190815613
superscaffold26.131	1.00280249897498	1.01007883325071
superscaffold26.130	1.00189320616885	1.00587620178699
superscaffold26.129	1.00161032545792	1.00331882871173
superscaffold26.128	1.00043436718457	1.00127502400407
superscaffold26.127	1.01159066603963	1.04027326530969
superscaffold26.126	1.01186476326212	1.04204960093487
superscaffold26.125	1.00263478010724	1.00903660196321
superscaffold26.124	1.00123414205148	1.00432769337383
superscaffold26.123	1.0021033572423	1.00656724359627
superscaffold26.122	1.00815384473449	1.01624617965306
superscaffold26.121	1.00349529944507	1.01146223490254
superscaffold26.120	1.00482972873491	1.01625835452722
superscaffold26.119	1.0042432736162	1.01531279801524
superscaffold26.118	1.00065854679539	1.00262657119126
superscaffold26.117	1.00031019979172	1.0009522896696
superscaffold26.116	1.00277894735078	1.00875959886486
superscaffold26.115	1.00137458557577	1.00525943102456
superscaffold26.114	1.00535188456189	1.01929624082518
superscaffold26.113	1.00000751967922	1.00025522452668
superscaffold26.112	1.02741444207891	1.08624081217452
superscaffold26.111	1.00189789315003	1.00700736685698
superscaffold26.110	1.00560987235591	1.01264029904978
superscaffold26.109	1.00030261911476	1.00086455171928
superscaffold26.108	1.00394694345706	1.0105125596545
superscaffold26.107	1.00062623683976	1.00232361828299
superscaffold26.106	1.00127772228717	1.00521173455187
superscaffold26.105	1.00106204432459	1.00403509878915
superscaffold26.104	1.00202716360959	1.00762767736494
superscaffold26.103	1.00116828160482	1.00347637647546
superscaffold26.102	1.00043764576037	1.00212625667878
superscaffold26.101	1.00064685220731	1.00221406206763
superscaffold26.100	1.0010342854632	1.0042426109862
