scaffold	point_estimate	UPPER_CI
superscaffold54.102	0.999970312695107	1.00035928525062
superscaffold54.101	1.00016828245499	1.00102658740922
superscaffold54.100	1.00044951059427	1.00155985405386
superscaffold54.99	1.00051169228782	1.00215087466643
superscaffold54.98	1.00000862251725	1.00026890056641
superscaffold54.97	1.00060212812291	1.00191867068476
superscaffold54.96	1.00045093042447	1.00068376712507
superscaffold54.95	1.00131181574717	1.00370498377619
superscaffold54.94	0.999896850198779	1.00014906045475
superscaffold54.93	1.00027621164186	1.00140341994475
superscaffold54.92	1.00046468826333	1.00213580109545
superscaffold54.91	1.00009278169301	1.00026354233215
superscaffold54.90	1.00028673229509	1.00131020223472
superscaffold54.89	1.00029215691025	1.00121019424319
superscaffold54.88	1.00000823516684	1.00024036056066
superscaffold54.87	1.00083959496191	1.0036362253784
superscaffold54.86	1.0008665094464	1.00372385996668
superscaffold54.85	1.00004151533862	1.00059471360258
superscaffold54.84	1.00037741001468	1.0017839099115
superscaffold54.83	1.00041398632789	1.00193712205158
superscaffold54.82	1.00071217534983	1.00165392414212
superscaffold54.81	1.00082059455709	1.00325720038045
superscaffold54.80	0.999957601978571	1.00022907564084
superscaffold54.79	1.00007988581274	1.0008030971726
superscaffold54.78	1.00040477127107	1.00202561770098
superscaffold54.77	0.999984341025883	1.00039695501463
superscaffold54.76	1.00023438114216	1.00125708071491
superscaffold54.75	0.999897908678781	1.0001702028377
superscaffold54.74	0.999978121957761	1.00038845684578
superscaffold54.73	1.00006920461177	1.00054306061608
superscaffold54.72	0.999918123587731	1.00006219815351
superscaffold54.71	1.00023277190949	1.00066006177669
superscaffold54.70	1.00067069146903	1.00299228435547
superscaffold54.69	1.00041046184682	1.00136975498788
superscaffold54.68	1.00045815071678	1.00201935207367
superscaffold54.67	1.000248856264	1.00036213859984
superscaffold54.66	0.999962796542173	1.00001878099612
superscaffold54.65	1.00008330672964	1.00025411638603
superscaffold54.64	1.0001928690034	1.00113467825203
superscaffold54.63	1.00013634733091	1.00093753622416
superscaffold54.62	1.00021578224712	1.00079692072973
superscaffold54.61	0.999868477868742	1.00004527892567
superscaffold54.60	1.00111205577038	1.00464188295296
superscaffold54.59	1.00023365621507	1.00090013062893
superscaffold54.58	1.00034703218301	1.00084264368762
superscaffold54.57	1.00088518710105	1.00288606853006
superscaffold54.56	1.00015997068302	1.00103746351238
superscaffold54.55	0.999812853145683	0.999861021721855
superscaffold54.54	1.00010338013638	1.00087053789486
superscaffold54.53	1.00004507494122	1.00064072114691
superscaffold54.52	0.999991884259656	1.00006024225616
superscaffold54.51	1.00052587880821	1.00228427986616
superscaffold54.50	1.00013444224789	1.00087475496214
superscaffold54.49	0.999929611966771	1.0001161768656
superscaffold54.48	1.00004823397683	1.00073275258708
superscaffold54.47	0.999872309160752	0.999997178384385
superscaffold54.46	1.0004387276884	1.00166162745776
