scaffold	mean	SD	2.5	25	50	75	97.5	ESS
superscaffold54.68.1	158.226468333333	3.79309684467663	150.958925	155.60925	158.177	160.72175	165.872275	3623.02851891303
superscaffold54.67.1	151.526261458333	3.5056325578899	144.93975	149.0715	151.4035	153.886	158.55105	4385.35305813402
superscaffold54.66.1	143.666021875	3.56340907626122	136.767875	141.2655	143.581	146.027	150.749175	4314.58163208412
superscaffold54.65.1	103.276564791667	2.10103132842405	99.36675	101.79575	103.217	104.6235	107.51515	4800
superscaffold54.64.1	129.595778125	2.86861108749638	123.997475	127.632	129.5255	131.50975	135.29525	5213.33226626888
superscaffold54.63.1	147.015436041667	3.58786339623235	140.18835	144.59225	146.955	149.3965	154.072075	3332.81561527726
superscaffold54.62.1	99.70002875	2.13689134085763	95.6919	98.22575	99.6555	101.12325	104.1072	3878.69473900669
superscaffold54.61.1	101.565549166667	2.15394431801491	97.346975	100.10475	101.5355	103.03825	105.792025	4122.29497158129
superscaffold54.60.1	137.759035208333	3.05110205031078	131.975725	135.672	137.675	139.73725	144.10215	2967.29841351861
superscaffold54.59.1	110.128481666667	2.75715840075254	105.30795	108.18275	109.9765	111.80425	116.293025	2035.37954504474
superscaffold54.58.1	141.996477291667	2.90611729586854	136.46385	139.984	141.9475	143.97825	147.67205	4087.59892810172
superscaffold54.57.1	140.626579791667	3.26799399817801	134.649425	138.3625	140.518	142.74525	147.33715	3969.72387677495
superscaffold54.56.1	187.793268958333	5.04487393443395	178.125525	184.42275	187.651	191.045	198.292675	4800.00000000001
superscaffold54.55.1	155.845421458333	4.69673556733334	146.935975	152.76425	155.739	158.916	165.421175	4542.28662309274
superscaffold54.54.1	152.80239375	5.2116055683528	143.3033	149.176	152.5445	156.14575	163.8841	4800
superscaffold54.53.1	154.868590208333	3.88339004820547	147.56295	152.19425	154.792	157.4025	162.8018	4253.21700273152
superscaffold54.52.1	138.106632708333	4.43426032948127	129.73585	135.10725	137.976	141.029	147.12055	4800
superscaffold54.51.1	153.931039166667	3.54366371373942	147.175675	151.49775	153.8885	156.28625	161.0141	3493.50747848441
superscaffold54.50.1	101.660318125	2.35361060563101	97.24795	100.00325	101.6025	103.2125	106.554025	4300.4579785943
superscaffold54.49.1	191.355027916667	5.0046983227755	181.53595	187.9445	191.406	194.65025	201.24205	4000.90961523901
superscaffold54.48.1	136.9633075	3.64833346403975	130.068675	134.47	136.864	139.26225	144.434125	4800
superscaffold54.47.1	180.318753958333	4.47584151100048	171.5698	177.30675	180.345	183.2665	189.134	3972.1220065729
superscaffold54.46.1	218.467035833333	5.75727604118713	207.343925	214.5995	218.242	222.2	230.064	4800
superscaffold54.45.1	185.450364791667	5.31075809806978	175.4299	181.862	185.3355	188.911	196.30505	4799.99999999999
superscaffold54.44.1	198.77629	4.98462200767018	189.40575	195.29675	198.728	202.01	208.870575	4502.87073036652
superscaffold54.43.1	239.212847083333	5.75628300152959	228.60085	235.1925	238.955	243.013	250.986075	4434.60021021493
superscaffold54.42.1	224.873579375	5.199876892402	214.877925	221.35125	224.792	228.42275	235.1422	4569.42974850125
superscaffold54.41.1	154.232000833333	3.62158310158688	147.289825	151.813	154.238	156.618	161.4196	4800
superscaffold54.40.1	193.152929583333	4.96351739984647	183.6487	189.6445	193.0265	196.56825	202.953175	4384.60620358369
superscaffold54.39.1	215.848620833333	5.38075174308149	205.7889	212.17225	215.678	219.33625	226.85325	4800.00000000001
superscaffold54.38.1	217.76784375	4.41309651963392	209.487975	214.7685	217.694	220.653	226.755175	4799.99999999999
superscaffold54.37.1	178.294502916667	5.08562692442251	168.934975	174.7565	178.147	181.7535	188.709025	3804.90799842953
superscaffold54.36.1	191.413373958333	4.84620864215755	182.434975	188.06775	191.3255	194.62775	201.13315	4562.87733896822
superscaffold54.35.1	299.1151325	8.7707096935655	282.750875	293.01475	298.92	304.92725	316.87135	1549.67011573271
superscaffold54.34.1	183.07401875	5.48777597323218	172.930925	179.33925	182.9985	186.649	194.22605	4138.35093990639
superscaffold54.33.1	178.61013375	3.81369627503431	171.16865	176.027	178.5725	181.18225	186.139025	4448.37376047387
superscaffold54.32.1	188.790195	4.25798111933864	180.66785	185.9555	188.7085	191.5895	197.847325	4800
superscaffold54.31.1	224.586218125	5.28614392768663	214.563275	220.94625	224.595	228.04425	235.1793	4799.99999999999
superscaffold54.30.1	227.6761225	4.88936681248616	218.23355	224.374	227.6135	230.9185	237.516725	4800
superscaffold54.29.1	167.236126041667	4.2981568833178	159.27695	164.24725	167.0975	170.0605	176.100125	4799.99999999998
superscaffold54.28.1	188.937198333333	5.85298102248682	178.161975	184.8225	188.7375	192.8245	200.8976	4249.53175080097
superscaffold54.27.1	100.502798333333	2.41652365407406	95.92585	98.849	100.427	102.12825	105.4511	4520.04850309958
superscaffold54.26.1	210.989521041667	5.68396245741568	200.596625	207.06775	210.8095	214.755	222.391025	4384.21079515801
superscaffold54.25.1	202.906329166667	4.63940074262397	193.925475	199.68375	202.84	206.041	212.230675	4405.73340613085
superscaffold54.24.1	212.184539375	6.23512072067975	200.53255	207.79775	212.0355	216.3845	224.4665	3760.81815303841
superscaffold54.23.1	196.04965625	6.00422700681157	184.627875	191.95275	195.9925	199.90325	208.3542	3485.06989067469
superscaffold54.22.1	198.436598958333	5.26622796949307	188.4788	194.81325	198.3685	201.96225	209.133025	4800.00000000002
superscaffold54.21.1	145.136596458333	2.87686512016768	139.70195	143.15625	145.1025	147.07225	150.8885	4800
superscaffold54.20.1	196.774430416667	4.2475691633705	188.5252	193.862	196.7755	199.6405	205.214525	4799.99999999999
superscaffold54.19.1	178.629321875	4.38474992672575	170.5394	175.5035	178.5245	181.4795	187.66515	4385.26652915911
superscaffold54.18.1	201.271861041667	4.41109742894844	192.697825	198.30275	201.266	204.266	209.881275	4799.99999999999
superscaffold54.17.1	152.532253333333	3.17012408730175	146.7029	150.36325	152.475	154.57375	158.94305	4799.99999999998
superscaffold54.16.1	145.710391875	3.41204679118672	139.417675	143.337	145.595	147.9745	152.632175	3919.19827414024
superscaffold54.15.1	162.960178125	3.86082045979559	155.752975	160.35175	162.803	165.4965	170.8696	2141.03873377415
superscaffold54.14.1	123.186765416667	2.66989610530823	118.100875	121.361	123.103	124.95125	128.54745	4799.99999999999
superscaffold54.13.1	140.525443125	3.34183356208428	134.272925	138.2495	140.461	142.665	147.46385	4799.99999999998
superscaffold54.12.1	155.1054675	3.69183144964389	147.984725	152.567	155.086	157.57775	162.45425	3696.64421314835
superscaffold54.11.1	175.554188125	5.86422248651541	164.567825	171.5165	175.3125	179.40825	187.6607	2470.7023986892
superscaffold54.10.1	122.088146458333	2.41191024169009	117.473825	120.3945	122.1005	123.72625	126.88615	4799.99999999999
superscaffold54.9.1	118.266976875	2.47831560400516	113.738975	116.54675	118.2035	119.90725	123.347425	4800.00000000002
superscaffold54.8.1	112.79444375	2.38533153755041	108.29385	111.14575	112.7805	114.39425	117.524525	4250.42283809795
superscaffold54.7.1	134.671186875	2.81700211196347	129.432675	132.69075	134.6355	136.59925	140.2335	4799.99999999999
superscaffold54.6.1	166.085992291667	3.91304504819733	158.701075	163.422	165.9955	168.65575	173.898075	3919.24572675315
superscaffold54.5.1	192.036191875	4.72886105163303	183.097225	188.78375	191.9295	195.18825	201.42915	3902.702524406
superscaffold54.4.1	141.385094791667	3.33118973888416	135.293675	139.1365	141.245	143.53675	148.217	4177.2141928239
superscaffold54.3.1	151.431804166667	3.19884795675748	145.411875	149.2375	151.408	153.58325	157.90045	4537.4441104707
superscaffold54.2.1	150.635926041667	2.89062896185458	145.067	148.667	150.612	152.565	156.42015	3849.35436390524
superscaffold54.1.1	150.531673125	3.49443558068159	143.958825	148.16725	150.536	152.87525	157.518125	4552.96940786847
superscaffold26.174.1	33.9038439583333	0.969184954786041	32.227925	33.274	33.813	34.427	36.1503	1261.2488216745
superscaffold26.173.1	77.8156833333333	1.53455979860962	74.903925	76.7465	77.799	78.8425	80.818075	3712.37946394786
superscaffold26.172.1	83.8193664583333	1.81162837339339	80.441675	82.54	83.735	85.0015	87.57105	4564.20605159868
superscaffold26.171.1	115.75682125	2.43003130564449	111.1438	114.08575	115.6885	117.357	120.738225	4452.23064867123
superscaffold26.170.1	71.2170929166667	1.47648687868521	68.3678	70.2235	71.2045	72.19525	74.140075	1727.98340648916
superscaffold26.169.1	94.4055947916667	1.9918334514215	90.5099	93.06075	94.362	95.75325	98.28135	4135.45363433739
superscaffold26.168.1	82.477791875	1.60004171576968	79.397975	81.387	82.45	83.52825	85.71905	4073.49365301741
superscaffold26.167.1	98.1715079166667	1.90097065639809	94.471975	96.876	98.151	99.46025	101.91515	4499.22296807579
superscaffold26.166.1	99.5142933333333	1.72796459615016	96.1539	98.35275	99.4985	100.66425	102.9611	3683.06142091424
superscaffold26.165.1	62.5522789583333	1.44368529542648	59.8503	61.589	62.521	63.53225	65.37505	906.51231570704
superscaffold26.164.1	88.0207283333333	1.59535897815193	84.940825	86.90675	88.0045	89.11025	91.2182	4020.41264659024
superscaffold26.163.1	77.3703783333333	1.56376439068893	74.478975	76.28575	77.303	78.39	80.573025	3299.97191841184
superscaffold26.162.1	80.95660125	1.69420351667263	77.771975	79.7845	80.8845	82.081	84.530025	3372.47928854345
superscaffold26.161.1	85.2201466666667	1.95813291509518	81.492725	83.87475	85.1725	86.54225	89.198275	1896.78451546628
superscaffold26.160.1	46.7875695833333	1.13689184290452	44.602975	46.049	46.782	47.5265	49.048025	3150.6109199626
superscaffold26.159.1	40.3460179166667	0.795716903679994	38.830925	39.817	40.317	40.85925	41.95805	2449.22367436127
superscaffold26.158.1	53.936511875	1.57096056101085	50.857625	52.894	53.9665	55.00725	56.979025	2896.57589036715
superscaffold26.157.1	68.3300695833333	1.40677091130984	65.78295	67.35375	68.251	69.234	71.35425	2873.34312061017
superscaffold26.156.1	60.1219597916667	1.22630602570862	57.76095	59.28375	60.1055	60.94675	62.576025	2792.39117058585
superscaffold26.155.1	72.7896145833333	1.45483990142372	70.034	71.78775	72.745	73.77525	75.6974	4283.86613738247
superscaffold26.154.1	73.9709620833333	2.07100994521656	70.475775	72.467	73.72	75.34825	78.434025	2223.33119276739
superscaffold26.153.1	60.2157660416667	1.04492872048525	58.205775	59.49775	60.209	60.928	62.266025	3149.6793156414
superscaffold26.152.1	74.155988125	2.07031863980692	70.66675	72.58375	73.935	75.65925	78.410125	1502.06294902074
superscaffold26.151.1	80.6826170833333	1.54775044161065	77.8039	79.63825	80.6545	81.66425	83.824375	4800
superscaffold26.150.1	72.2917716666667	1.43807074040775	69.587825	71.30575	72.25	73.25325	75.200025	4800.00000000002
superscaffold26.149.1	72.919693125	1.62190356385532	69.821975	71.79475	72.9135	74.01425	76.18	3085.23942864573
superscaffold26.148.1	74.1337545833333	1.40596030625586	71.42895	73.157	74.1255	75.077	76.9411	4485.69015939687
superscaffold26.147.1	101.205246666667	2.25702527950042	96.98455	99.61225	101.1635	102.70325	105.806	2756.12305862549
superscaffold26.146.1	79.1736022916667	1.58829704330302	76.1569	78.0625	79.1615	80.21925	82.3618	3694.85222044753
superscaffold26.145.1	76.935855	1.87163348592132	73.882925	75.78775	76.819	77.88425	80.464575	4800
superscaffold26.144.1	61.6942489583333	1.31147660342393	59.216775	60.82475	61.663	62.51925	64.356425	4391.76646793058
superscaffold26.143.1	38.6205097916667	0.960527611180399	36.811975	37.962	38.601	39.23625	40.57205	615.905695483138
superscaffold26.142.1	56.0642575	1.147773344112	53.864975	55.285	56.0515	56.81025	58.423	2889.55051946442
superscaffold26.141.1	67.4483764583333	1.53943375541051	64.610925	66.38875	67.402	68.478	70.606125	4800.00000000002
superscaffold26.140.1	57.6185960416667	1.26514186191177	55.227925	56.75775	57.5725	58.443	60.12105	3643.47951723933
superscaffold26.139.1	106.530074583333	2.86216344050773	101.1198	104.58175	106.4375	108.387	112.291025	3852.04741616812
superscaffold26.138.1	87.4421245833333	1.97399939986112	83.6658	86.07725	87.397	88.74925	91.474025	4272.47263385704
superscaffold26.137.1	80.7780008333333	1.95012138112594	77.08995	79.43425	80.756	82.07325	84.678075	4068.77005495082
superscaffold26.136.1	66.2726922916667	1.41398134341729	63.4959	65.3185	66.26	67.20075	69.15005	3474.02124110947
superscaffold26.135.1	86.5374497916667	1.84648456313735	83.1169	85.241	86.493	87.77125	90.323075	3496.06806602869
superscaffold26.134.1	118.571684583333	2.14893054646534	114.579925	117.09625	118.491	119.937	122.92315	4482.75092963726
superscaffold26.133.1	83.9946452083333	1.73638808728417	80.6879	82.80975	83.9775	85.12025	87.4712	3530.78540674812
superscaffold26.132.1	124.252618541667	2.45026495390865	119.5258	122.56075	124.226	125.875	129.06645	4578.43926313009
superscaffold26.131.1	122.655279791667	3.45848858608966	115.8639	120.326	122.6315	124.9885	129.653075	3705.32630936673
superscaffold26.130.1	76.1956977083333	1.66586099955628	73.080925	75.053	76.1265	77.32025	79.564	4800
superscaffold26.129.1	87.5418097916667	2.35532346646076	83.3628	85.90225	87.3925	88.972	92.697375	3116.99988682456
superscaffold26.128.1	75.6489083333333	1.60552699503663	72.6607	74.55675	75.6235	76.7045	78.901325	4593.30887140446
superscaffold26.127.1	73.775998125	1.45615328816069	71.047	72.76475	73.773	74.7465	76.68205	3512.74393020871
superscaffold26.126.1	101.551854791667	2.30596639840818	97.12195	100.00375	101.4965	103.0555	106.247175	4475.1184490599
superscaffold26.125.1	98.165646875	2.28367479209356	93.75045	96.62875	98.147	99.69525	102.678675	2845.60996038846
superscaffold26.124.1	57.1523922916667	1.17001303436609	54.920975	56.35325	57.1455	57.914	59.449075	3197.510065703
superscaffold26.123.1	60.57784625	1.40334782452304	57.950975	59.58275	60.5115	61.474	63.52605	978.745802073418
superscaffold26.122.1	66.3486233333333	1.62857039714061	63.319925	65.206	66.2935	67.44725	69.658025	4478.36838809462
superscaffold26.121.1	92.1694320833333	2.18996665489306	88.041725	90.698	92.08	93.575	96.68505	2768.39207159001
superscaffold26.120.1	116.071236041667	2.22438209600225	111.785925	114.54175	116.063	117.52825	120.5551	4247.68219018262
superscaffold26.119.1	92.5869020833333	1.78471712389711	89.113	91.383	92.5795	93.7895	96.13915	4303.87649241993
superscaffold26.118.1	76.0856102083333	1.94332866280125	72.70995	74.70225	75.922	77.30825	80.170075	3377.8218555383
superscaffold26.117.1	92.1481589583333	1.67777038575891	88.9929	90.97775	92.1175	93.269	95.551225	4126.68927487225
superscaffold26.116.1	97.2521139583333	1.88964880562464	93.68275	95.9325	97.2135	98.535	101.00615	2663.64853414403
superscaffold26.115.1	135.647182916667	2.7298784527187	130.490925	133.722	135.601	137.568	141.042	2412.0844262413
superscaffold26.114.1	130.291578333333	2.22353237818339	126.044	128.80125	130.227	131.79375	134.7963	4577.42845815854
superscaffold26.113.1	82.4274454166667	1.88653862280868	78.897425	81.1235	82.3845	83.67375	86.243075	4150.22470312946
superscaffold26.112.1	60.8794852083333	1.57970887818304	57.952825	59.79725	60.816	61.9355	64.101075	3068.29079222161
superscaffold26.111.1	94.759431875	2.19955690937216	90.6309	93.2535	94.6995	96.22875	99.177575	4301.62081812577
superscaffold26.110.1	69.2440204166667	1.50599205412815	66.397925	68.22675	69.19	70.236	72.28905	4267.11555610942
superscaffold26.109.1	78.4400766666667	1.56179449951579	75.46375	77.369	78.3925	79.512	81.50405	4483.27826863306
superscaffold26.108.1	83.4643145833333	1.84157115808019	80.0515	82.19675	83.3885	84.67	87.3111	4413.2465236086
superscaffold26.107.1	122.839034375	2.30809741223663	118.376025	121.27475	122.8165	124.352	127.48055	4409.95037623161
superscaffold26.106.1	139.912116041667	2.98685315780362	134.110575	137.89675	139.819	141.86575	145.917575	4500.61604860471
