thin.pos,pos.Mb,thin.rho,thin.cumRho,thin.Ne,thin.Ne.smooth,Tbar_ZZ,Tbar_ZZ_ci_lo,Tbar_ZZ_ci_hi,Tbar_ZW,Tbar_ZW_ci_lo,Tbar_ZW_ci_hi,Tbar_WW,Tbar_WW_ci_lo,Tbar_WW_ci_hi,Tbar_w,Tw_ci_lo,Tw_ci_hi,Tbar_t,Tt_ci_lo,Tt_ci_hi,FstBarXY,FstBarXY_ci_lo,FstBarXY_ci_hi,Tbar_ff,Tff_ci_lo,Tff_ci_hi,Tbar_mm,Tmm_ci_lo,Tmm_ci_hi,Tbar_fm,Tfm_ci_lo,Tfm_ci_hi,Tbar_wFM,TwFM_ci_lo,TwFM_ci_hi,Tbar_tFM,TtFM_ci_lo,TtFM_ci_hi,FstBarFM,FstFM_ci_lo,FstFM_ci_hi
3525136.0,3.5251360000000003,3.0864635364635403e-05,3.0864635364635403e-05,8429.984009784259,12549.197353076699,0.8500662904205808,0.2766155812089473,1.735853348955415,47819.76627891825,1309.6053300808671,174344.39181608814,0.24723009842186602,0.05730275013191146,0.6267004917363176,0.5486481944212235,0.22169557824495456,1.013829274042954,23910.15746355633,654.9212558445113,87172.54510189309,0.9998653269018825,0.9992210047076588,0.9999955167102965,0.8500662904205808,0.2766155812089473,1.735853348955415,23910.308172604335,654.9212558445113,87172.54510189309,23910.308172604335,654.9936802727628,87172.73367873099,11955.503764923378,327.7122792693975,43586.81032163348,17932.905968763855,491.34741635775845,65379.772000182245,0.3332590270750401,0.33289648985954656,0.333330984995953
3526136.0,3.526136,3.0864635364635403e-05,0.0308955,8429.984009784259,12549.197353076699,1.151343281562474,0.27107259434025843,2.304061256996546,49.83070791951625,2.4414352528978815,180.7746233989966,0.5821702955355943,0.056569692716566186,0.749287289041094,0.866756788549034,0.21805476786982061,3.7335619572790857,25.34873235403265,1.4851699938114915,91.27870005723123,0.9238285710354065,0.5226593380387189,0.995775057083093,1.151343281562474,0.27107259434025843,2.304061256996546,25.49102560053937,1.4851699938114915,91.27870005723123,25.49102560053937,1.6107016450705947,91.67519251713601,13.25003781779756,1.0754055969812149,46.85113466834048,19.370531709168464,1.3557396072818513,69.19249387285284,0.29802576026583716,0.13301798243594232,0.3310980814007425
3527136.0,3.527136,3.0864635364635403e-05,0.0617601353646355,8429.984009784259,12549.197353076699,1.1410102750343865,0.27581988584405187,5.739720747651119,25.460020713643935,1.67975173665432,91.47381065168324,0.6382141404558881,0.0567123332171169,2.6055854738064226,0.8896122077451372,0.22060067422048968,5.742825320132835,13.174816460694535,1.1173585849198828,46.02272619910241,0.8729346660447427,0.2981825521286387,0.991548614031206,1.1410102750343865,0.27581988584405187,5.739720747651119,13.300515494339159,1.1173585849198828,46.02272619910241,13.300515494339159,1.2177979634464489,46.14872527724303,7.15791336786446,0.8746768771141559,24.213201683260962,10.229214431101811,1.0654648251255334,35.19536288034629,0.2764081159241516,0.0731203859258034,0.328881904198944
3528136.0,3.528136,0.0006267877122877121,0.593440726773228,8429.984009784259,12549.197353076699,1.116597350348167,0.28776755002101634,3.9858225711144675,3.5409539879521064,0.7527641610940531,10.829223622078326,0.6942355528024245,0.059622445991054165,4.046763290142609,0.9054164515752958,0.23876059234106473,3.0062209505849946,2.223185219763701,0.6524020528885358,5.97886424132484,0.5180957099053946,-0.2716432535521534,0.924347223363517,1.116597350348167,0.28776755002101634,3.9858225711144675,2.3287756691501365,0.6524020528885358,5.97886424132484,2.3287756691501365,0.7069984917224869,6.17957669276766,1.669891285055934,0.5811054982044983,4.081880978222885,1.9993334771030353,0.6514868047077964,5.061574097367725,0.14800025246162068,-0.06371883713427089,0.2950553115927264
3529136.0,3.5291360000000003,0.000138426573426573,1.05076538236763,8429.984009784259,12549.197353076699,1.1013191691271975,0.2921904364030621,3.321860936820657,2.4586769937142314,0.6562052244925467,7.001196894401963,0.698481182953586,0.06014198943061479,3.2273932878875207,0.8999001760403916,0.24770268117097208,2.4728907833240537,1.6792885848773116,0.6098325740500549,3.9965336696037097,0.4086192746759517,-0.3150913642032919,0.8727073966120824,1.1013191691271975,0.2921904364030621,3.321860936820657,1.7799980814207146,0.6098325740500549,3.9965336696037097,1.7799980814207146,0.6647322895288788,4.1932975756148005,1.3903038770022547,0.5570317835010815,3.074069826023539,1.5851509792114846,0.6200916090459498,3.566117754753083,0.1136314478461756,-0.07590050777433113,0.27155090940847687
3530136.0,3.530136,0.000106380619380619,1.1675851925574399,8429.984009784259,12549.197353076699,1.0912690671307304,0.2898066749448752,3.153584829723762,2.2799878562242446,0.6324241171293942,6.479297503397466,0.721883968269011,0.06425783446218848,3.269813609969949,0.9065765176998706,0.25451437273130284,2.4223447390000308,1.5932821869620577,0.5968386531001405,3.7578200734678546,0.37888298117194535,-0.3577298675090929,0.8597669687259155,1.0912690671307304,0.2898066749448752,3.153584829723762,1.6856284616774875,0.5968386531001405,3.7578200734678546,1.6856284616774875,0.6344744816294864,3.913099185795121,1.3422756270463938,0.534317384865578,2.90781789318313,1.5139520443619408,0.5984450592347438,3.306672277408265,0.10495169934250081,-0.08566837215358779,0.26585325975943114
3531136.0,3.531136,0.000106380619380619,1.2739658119380601,8429.984009784259,12549.197353076699,1.0811584230245281,0.2913459301674565,3.137101821893079,2.1997373255591524,0.628896219214907,6.072112649829783,0.7283343345274422,0.06141735591338653,3.127288248679634,0.9047463787759851,0.2488903084375514,2.3921572923912673,1.5522418521675685,0.5933519404807679,3.5910361402282045,0.3674146252981005,-0.3426007558201403,0.8530703515356504,1.0811584230245281,0.2913459301674565,3.137101821893079,1.64044787429184,0.5933519404807679,3.5910361402282045,1.64044787429184,0.631396855916122,3.726054736078922,1.3167001375960485,0.5335351024332321,2.8127668826411747,1.4785740059439443,0.6014520915668238,3.250256892314454,0.10129792471031704,-0.08492680977404243,0.263165503944441
3532136.0,3.532136,0.000106380619380619,1.38034643131868,8429.984009784259,12549.197353076699,1.0918323047422043,0.2978014872879985,3.063173317278748,2.0951520592947337,0.6205239402800332,5.698952685245386,0.729981157906864,0.06215610200195606,3.097196607306427,0.9109067313245341,0.25167649352792526,2.38711686235466,1.5030293953096339,0.5950821491820129,3.3739354485317326,0.3483969853364872,-0.35027554201037603,0.8474209117811009,1.0918323047422043,0.2978014872879985,3.063173317278748,1.5934921820184689,0.5950821491820129,3.3739354485317326,1.5934921820184689,0.6335524289538018,3.5251995109493075,1.297430850025919,0.5461278378164378,2.734453086459334,1.4454615160221937,0.6050208631440301,3.082159135800057,0.0957836193512858,-0.0875716118175584,0.25971371613214267
3533136.0,3.5331360000000003,0.000106380619380619,1.4867270506993002,8429.984009784259,12549.197353076699,1.1006862652954912,0.30476255976893485,3.0318628083278916,2.039344718662758,0.6061445243110662,5.6599422881245,0.7330364827696582,0.061693586806006506,2.9714833140579695,0.9168613740325745,0.25457397759183537,2.3161608512681218,1.4781030463476665,0.5843646819283156,3.35219827035622,0.33457465370420036,-0.36736952325284705,0.8364911599268099,1.1006862652954912,0.30476255976893485,3.0318628083278916,1.5700154919791247,0.5843646819283156,3.35219827035622,1.5700154919791247,0.6130833597414677,3.528298692175099,1.2893946558215785,0.5350603720203011,2.735671239710082,1.4297050739003516,0.5857568891620267,3.0683477160605306,0.09182845582553792,-0.0887016669920334,0.2556941262112833
3534136.0,3.534136,0.000108638361638362,1.59368366308691,8429.984009784259,12549.197353076699,1.083935608391399,0.30252420540218233,2.9636824105566517,1.9263598778687157,0.5960414293446292,5.191950716628537,0.7276947761807574,0.06297058524535804,2.928711636051756,0.9058151922860781,0.26508662585292125,2.27676417209169,1.4160875350773967,0.5813027213574405,3.0653353284151215,0.31905562731235143,-0.36397014645266396,0.8271070721287105,1.083935608391399,0.30252420540218233,2.9636824105566517,1.5051477431300575,0.5813027213574405,3.0653353284151215,1.5051477431300575,0.6167663848246252,3.3112741756482817,1.2500115717343978,0.5361896388238752,2.6431623405963727,1.3775796574322277,0.5893471446178337,2.9344763168123427,0.0869258039916527,-0.0895069311578583,0.251235767418271
