ChrZ	0	200000	superscaffold26	0	200000	0.776119248946642	0.567156585816026	0.140340984003878	0.0984741228233715	0.910850469816175	24146.6403342779	214552
ChrZ	150000	350000	superscaffold26	150000	350000	0.784793218329766	0.592599224369599	0.140769580376444	0.102409120898573	0.914874563506751	23475.1457981323	186429
ChrZ	300000	500000	superscaffold26	300000	500000	0.804386766058113	0.522298006737553	0.1324964498278	0.0928525512421841	0.920281832012572	23791.2892884609	239256
ChrZ	450000	650000	superscaffold26	450000	650000	0.804376130358544	0.450725000179907	0.113656236671856	0.082961996349078	0.92041920835922	24083.2020984406	416881
ChrZ	600000	800000	superscaffold26	600000	800000	0.804785231937327	0.472804383423211	0.117340257916812	0.0860433826093955	0.921059524767705	22574.7930673678	223638
ChrZ	750000	950000	superscaffold26	750000	950000	0.781499470880172	0.473853597490499	0.116158194062277	0.0856050454459447	0.915549283830271	23340.9894153237	438653
ChrZ	900000	1100000	superscaffold26	900000	1100000	0.783336051353587	0.49191664734042	0.119481689275491	0.0883898352019218	0.914311991387994	23778.9251866569	577798
ChrZ	1050000	1250000	superscaffold26	1050000	1250000	0.795016742485909	0.462930362304373	0.119182684031884	0.0844829905853082	0.917313633641013	23606.1182027614	651110
ChrZ	1200000	1400000	superscaffold26	1200000	1400000	0.819041620442105	0.436762854890024	0.115133990776481	0.0815378521853139	0.924643610925194	23457.5334164611	545345
ChrZ	1350000	1550000	superscaffold26	1350000	1550000	0.79969957784081	0.43674420462708	0.112531226296448	0.0812211726807599	0.919003831793343	23856.2533102233	407903
ChrZ	1500000	1700000	superscaffold26	1500000	1700000	0.822836475935844	0.414747400655138	0.110465858918119	0.0789408596706794	0.925824190860355	23661.3925137992	365419
ChrZ	1650000	1850000	superscaffold26	1650000	1850000	0.778017123838232	0.473412629549182	0.11869296688683	0.0854997414187981	0.913156256926282	22665.4626313223	676770
ChrZ	1800000	2000000	superscaffold26	1800000	2000000	0.783773209515582	0.494763585952555	0.124314355106652	0.0884713768356701	0.915434181673201	21699.3175460163	601960
ChrZ	1950000	2150000	superscaffold26	1950000	2150000	0.774689357125843	0.468045158476607	0.116557585263497	0.084735311838805	0.912999775806745	23442.9264838791	570936
ChrZ	2100000	2300000	superscaffold26	2100000	2300000	0.810628600199149	0.406042078206952	0.107526907591241	0.0769341605027155	0.922100927919853	24009.1639758006	623653
ChrZ	2250000	2450000	superscaffold26	2250000	2450000	0.807315066426919	0.436760137365654	0.116302781184795	0.0808403623743538	0.921863142421271	24251.43182591	755793
ChrZ	2400000	2600000	superscaffold26	2400000	2600000	0.809398335155764	0.469661798393879	0.122286421579488	0.085415264109546	0.920435382317417	23765.1970583821	839538
ChrZ	2550000	2750000	superscaffold26	2550000	2750000	0.82657984769579	0.454236564446321	0.120613335122043	0.0839761691122137	0.927595959862533	23630.6293442181	682056
ChrZ	2700000	2900000	superscaffold26	2700000	2900000	0.799904137615861	0.523606426370124	0.136064231125277	0.0933309272431128	0.919596456485312	23654.1636719437	426695
ChrZ	2850000	3050000	superscaffold26	2850000	3050000	0.83799692638185	0.44915185052102	0.126581734700831	0.0836681762424573	0.930605848935037	24252.9018920292	645656
ChrZ	3000000	3200000	superscaffold26	3000000	3200000	0.809114605642768	0.439355301645807	0.115103311635643	0.0818891364387725	0.92243033809382	23628.8665669052	389596
ChrZ	3150000	3350000	superscaffold26	3150000	3350000	0.791836331932397	0.464156903579297	0.120219316982758	0.0845929942363815	0.916779185939697	23914.6090770894	615065
ChrZ	3300000	3500000	superscaffold26	3300000	3500000	0.782138336562193	0.461526291057385	0.118909505940217	0.0840704333749104	0.915473262386879	23686.3686774059	565215
ChrZ	3450000	3650000	superscaffold26	3450000	3650000	0.788759759990063	0.465464690527241	0.115498469063526	0.0842217949618076	0.915485699677934	23989.4881300216	555477
ChrZ	3600000	3800000	superscaffold26	3600000	3800000	0.808252432501905	0.453146309981731	0.116421257883576	0.0832086221300113	0.922853216315214	24215.4360363172	544645
ChrZ	3750000	3950000	superscaffold26	3750000	3950000	0.800851791043358	0.470910965566728	0.120357073171891	0.0856829867513163	0.919071950616815	24091.4482906917	420872
ChrZ	3900000	4100000	superscaffold26	3900000	4100000	0.831533854234783	0.489842692425841	0.128770611547223	0.0889985978849657	0.927945521291771	23544.4924009015	328789
ChrZ	4050000	4250000	superscaffold26	4050000	4250000	0.810655714797944	0.493372221314623	0.127475943555351	0.0891972910642036	0.923673039426812	23817.2108060399	471329
ChrZ	4200000	4400000	superscaffold26	4200000	4400000	0.803645767339599	0.4805422629752	0.123519119114335	0.0872253057469067	0.920607849346087	23553.8370684144	334754
ChrZ	4350000	4550000	superscaffold26	4350000	4550000	0.78601863931055	0.51941536725115	0.132560028256126	0.0919155141830055	0.915057312842409	23414.6400891638	318515
ChrZ	4500000	4700000	superscaffold26	4500000	4700000	0.782015160567236	0.558967468581603	0.139208978028879	0.0978251859936164	0.916565133635502	23901.306687773	425149
ChrZ	4650000	4850000	superscaffold26	4650000	4850000	0.789113001270389	0.507162572553864	0.12977031555956	0.0905383393244332	0.918714964801625	24130.9355985952	314077
ChrZ	4800000	5000000	superscaffold26	4800000	5000000	0.781360897355329	0.536164549802672	0.129718660319883	0.0937905424397334	0.91347810885358	23098.2094004301	437597
ChrZ	4950000	5150000	superscaffold26	4950000	5150000	0.789546587175157	0.487064332427026	0.12378318301413	0.0879297272694606	0.916832716485605	23094.5762675323	500934
